Competition 1,Competition 2,Competition 3,Competition 4,competition 5,competition 6,competition 7,competition 8,competition 9,competition 10,competition 11,competition 12,# of competition,successful or not,keywords
60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,100,0,Additional testing data
50000,50000,5000,50000,50000,50000,50000,50000,50000,50000,50000,50000,100,1,Additional testing data
258088,528460,466674,437330,97552,58905,414060,16898,345283,184417,392809,222327,20,0,Easy Recipes Perfect Any Occasion 
778192,76522,31599,14075,5530,345302,107416,468490,1082237,1000000,1000000,1000000,9,1,THE COMPLETE INSTANT POT COOKBOOK Over Quick Foolproof 
537423,53182,30162,116591,353977,36316,759107,383675,102837,55071,234621,390490,247,0,Air Fryer Cookbook Beginners Day Quick Easy Recipe 
121453,118499,567941,21953,55712,12749,3880,603219,5848,124984,95462,794447,312,1,Meal Prep Delicious And Simple Meal Prep Recipes 
54098,596853,377912,259436,515570,26700,581010,119909,110061,163114,387617,163193,47,0,Wood Pellet Smoker Grill Cookbook The Ultimate Guide 
759107,362890,87781,356305,14032,1000000,1000000,1000000,1000000,1000000,1000000,1000000,5,0,GoWise USA Air Fryer Recipe Cookbook Made Air 
13887,89080,349009,31521,54874,42956,2601,21314,13485,21953,27269,36316,339,1,The Quick Easy Cookbook Tasty New Recipes You 
99740,87781,1000000,27269,30162,55071,21439,2601,84625,11921,681,759107,189,1,Keto Air Fryer Cookbook Easy Healthy Low Carb 
180722,221909,28558,2601,9276,11921,681,5455,97826,5530,11035,66997,522,1,Instant Pot Cookbook LowCarb Easy Healthy Instant Pot 
190173,82929,69001,2255,77396,14075,270551,2415,383720,224006,26298,436309,306,1,Instant Pot Cookbook Beginners Instant Pot Budget Cookbook 
57281,1017,57767,358749,1000000,65658,842288,215925,7836,485185,2601,553502,643,1,Easy Baking Quick And Easy Bread Recipes For 
85931,95418,32166,56354,53639,36316,1154033,53646,134333,57498,159448,176633,70,1,CROCK POT Delicious Healthy Crock Pot Recipes Crock 
47821,1902035,585760,85271,34565,96386,78547,127543,156203,97552,685379,1000000,12,0,Making Ice Cream Cuisinart Ice Cream Maker Good 
2826,77402,69320,434442,777170,5530,12180,976291,53639,57498,32166,12749,44,1,Delicious Keto Desserts Best Tasty Low Carb Recipes 
641686,282658,360151,926476,17501,876096,779636,377809,1186626,35478,1245415,1377597,13,1,Sous Vide Cookbook The Essential Beginners Guide For 
670981,360557,345302,757872,36316,1089380,26298,218495,494259,95418,494259,9209,288,0,THE KETO INSTANT POT COOKBOOK Quick Easy Delicious 
106270,248870,759915,619933,232045,420279,13420,120042,348379,100406,283948,73313,105,0,Keto Savory Fat Bombs Savory Fat Bombs Recipes 
113867,2344887,322,920040,1336134,1056345,1023808,1000000,1000000,1000000,1000000,1000000,7,0,The Everything Cocktail Parties And Drinks Book The 
11761,955,47106,71459,21874,26192,10695,589,25384,409584,113701,348379,75,1,Easy Thanksgiving The Paleo Lowcarb Way 
128614,1682581,236718,64590,961923,346120,438639,1608306,214031,7915,2599980,1000000,11,0,Mediterranean Diet Cookbook Beginners All Need get Started 
568385,3053426,829791,8188,139439,1178298,982951,1000000,1000000,1000000,1000000,1000000,7,0,The Everything Slow Cooking For A Crowd Cookbook 
558417,486567,10205,90957,16154,177738,169763,2181369,22061,1798131,17238,124984,128,0,Juicing Recipes Weight loss Detox Healthy Living 
317,1174499,15010,124984,2601,1000000,302653,138321,790597,333700,2153,177037,875,0,PALEO FOOD LIST Paleo Diet Food List For 
221841,111394,38122,71073,344572,188072,172434,276298,1174826,357241,101177,213321,18,0,Smoking Meat Charcoal Smoker Grill Recipes For Your 
95644,1000000,187144,53646,389067,36316,129230,1020957,14460,239730,8188,97155,666,0,The Easy Slow Cook Crockpot Recipe Cookbook Fast 
1691302,3923208,1068796,247661,995862,1521260,97458,1156280,382772,2017191,668243,1492479,13,0,Dinner Two Appetizers Main Courses Desserts 
73225,5530,117042,36316,190173,451934,28558,776710,360151,395270,117803,188373,809,1,Cooking easy Instant Pot Cookbook beginners kitchen Easy 
101829,17066,523005,261946,98911,1551234,6561,207075,18760,574456,42659,14337,129,1,Halloween Cookbook For Kids halloween recipes kids 
31519,432160,586954,10094,150175,1062751,508922,2826,59092,1664630,9532,1083583,14,1,The Magic Keto Diet Easy Weight Loss Healthy 
138969,32816,1993522,399539,1274148,43113,606639,670888,486666,220041,2048756,1922737,37,0,HEALTHY DESSERTS FOR THE FAMILY Nutritious Family Desserts 
169763,324483,425666,1386006,2551426,401910,294687,149913,485185,763,144174,843200,228,0,Paleo Baking Dessert Recipes Delicious Paleo Baking Recipes 
107416,345302,76522,82929,778192,31599,1082237,468490,5530,1000000,1000000,1000000,9,0,THE COMPLETE INSTANT POT COOKBOOK Over Quick Foolproof 
969610,75525,2826,13420,123397,74434,202450,41891,123269,202819,2601,537644,28,1,The Baking Cookbook Tasty New Recipes You Breads 
32165,8888,754903,53860,6561,75159,40597,1000000,1000000,1000000,1000000,1000000,7,1,Harry Potter Cookbook Hogwarts Magical Recipes Witches Wizards 
75242,248669,79622,101956,230624,18500,1000000,1000000,1000000,1000000,1000000,1000000,6,0,Copycat Recipes StepbyStep Guide Cook Most Popular Restaurant 
139905,53797,134333,53639,500118,23988,187144,159448,1000000,1000000,1000000,1000000,8,0,Best Crock Pot Recipes All Time A Crock 
46875,138387,38152,6561,202450,1100,15565,3474,20823,52694,7836,1017,419,1,Best Baking Recipes All Time A Baking Cookbook 
4267875,23988,20823,13887,361572,681,44448,52477,53797,11181,17971,3096515,155,1,Best Slow Cooker Recipes All Time A Slow 
776814,478699,10205,968262,798848,870823,25239,1465550,111214,3038,575019,1411795,26,1,Natural Liver Cleanse Recipes Liver cleanse juices liver 
323168,19690,539351,77396,360557,5530,68730,9276,164335,217559,86179,19775,639,1,Instant Pot Keto Cookbook For Beginners Days Keto 
17501,107074,3544,82929,187780,1000000,1000000,1000000,1000000,1000000,1000000,1000000,5,0,NuWave Oven Cookbook Beginners Complete Guide Start Cooking 
94843,766484,3704234,1295144,377217,1530171,1986818,3901,39665,1000000,1000000,1000000,9,0,Christmas Treat Recipes Christmas Cookies Cakes Pies Candies 
553502,202450,358749,1000000,2601,485185,7836,215925,842288,100381,57281,66171,643,0,Easy Baking Quick And Easy Bread Recipes For 
13420,43113,75525,202450,214204,112611,16245,74434,34995,2826,2601,72846,42,1,The Bread Baking Cookbook Tasty New Recipes Beginners 
317033,1018747,8413,160128,63157,246148,278900,17800,84338,148170,853008,232429,21,0,The Bread Baking Cookbook A StepbyStep Guide Making 
183340,2415,26298,190173,19690,36316,77396,908990,117803,743035,68730,5530,594,1,Instant Pot Cookbook Beginners Day Quick Easy Instant 
1097979,249814,767943,268310,115940,127791,95304,39533,51222,56025,102228,4832,72,1,The GermanJewish Cookbook Recipes History Cuisine HBI Series 
74310,126282,573068,12745,623678,1254867,237768,67417,216761,398665,717025,412316,35,0,Dehydrator Cookbook Beginners A Beginners Guide Dehydrating Foods 
6561,543337,1363597,2343,6139,1000000,1000000,1000000,1000000,1000000,1000000,1000000,5,1,Magical Harry Potter Cookbook Potions Treats And Harrys 
43765,70568,68850,20579,105400,94263,17322,46587,1000000,1000000,1000000,1000000,8,1,Scene Grind A Dog Cozy Mystery A Killer 
3573,233944,132447,2826,32166,37927,34565,20823,408476,16245,584155,24733,315,1,Days Cookie Recipes A Cookie Cookbook Over Recipes 
203833,201442,642738,238948,890240,859132,287024,376550,562964,1623967,696375,62400,36,0,More Easy Recipes Jars 
305322,305706,3827,265464,247382,736341,227799,67637,31973,952781,415160,618532,293,0,Easy Recipes In Jars 
37497,1360292,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,The Art Simple Food Notes Lessons Recipes Delicious 
1565659,2230652,420494,441126,511782,2101399,966613,1510846,1386821,2913735,54373,1834535,13,0,Delicious Sweet Potato Recipes – Tasty Healthy Sweet 
305323,341927,76186,1235287,747882,1000000,217382,705465,1000000,1000000,1000000,1000000,8,0,The Complete Cooks Country TV Show Cookbook Season 
4541,495574,4584,55083,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,4,1,Canning Preserving Food Beginners Essential Cookbook How Can 
294532,1000000,45229,586663,61309,84219,613881,42580,1726666,1201755,80151,246524,57,0,Popsicle Recipes Essential Popsicle Recipes Summer Spring nd 
97402,996355,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,The AutumnTime Cookbook Delicious Autumn Recipes Leaves Change 
835455,729290,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,Christmas Highclere Recipes traditions real Downton Abbey 
142811,122294,1859642,66536,15823,254207,579371,133505,80151,1136249,550562,2173329,16,0,Easy Frozen Ice Pop Recipes – The Ice 
1903111,772394,226469,380174,1562421,845362,560752,214975,860404,20967,4647,134057,46,0,Homemade Ice Cream Quick Easy Homemade Ice Cream 
833706,54098,52666,594319,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,4,0,Pam Jam The Book Preserves 
54934,4458,57004,97860,1561,23761,47433,81827,103,32842,75101,24912,32,1,The Smitten Kitchen Cookbook 
55271,4584,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,DIY Pickling Beginners Guide To Easy StepByStep Fermented 
520040,321283,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,Amish Canning Preserving How Make Soups Sauces Pickles 
3065701,555478,280054,98786,2263055,26389,618511,2601787,791890,82299,105013,268929,21,0,Everyday Food Great Food Fast Recipes Easy Delicious 
215685,134301,36432,168615,17856,7390,8285,11001,225553,141811,251806,130460,35,1,The Food Cookbook Winning Recipes Exceptional Home Cooks 
626391,24615,14256,1337129,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,4,0,The Home Preserving Bible A Complete Guide Every 
258528,490376,532844,20705,2948,18780,1193555,13141,24687,49284,1000000,1000000,10,1,Nuwave Air Fryer Oven Cookbook Beginners Amazingly Easy 
112101,41191,16135,107303,27493,9234,2306,1096,60487,227917,60487,1705,62,1,Instant Pot Cookbook Beginners Master Your Instant Pot 
671003,279642,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,The Ultimate Cookbook African Jollof rice African Recipes 
1048125,9289,336368,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,3,0,Air Fryer Accessories Recipe Cookbook Best Fresh Healthy 
37588,186329,999404,171322,412165,16135,39505,66302,32842,75135,44186,24912,71,1,Weeknight Meals Cookbook Two Easy Healthy Dinner Recipes 
581430,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,Inversion Therapy Neck Back Pain How Use Inversion 
313081,712950,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,Mastering The Keto Meal Prep The Ultimate Guide 
135396,345299,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,Best Holiday Dishes Vegans Your Life Amazing Recipes 
184570,7347,238017,98786,84792,10417,495271,85507,219482,395767,114002,56769,364,0,Easy Baking Quick And Easy Pies Recipes For 
61052,43642,1027353,1772023,1688262,2020103,236226,193437,850079,44501,1000000,1000000,11,0,Complete Electric Smoker Cookbook Delicious Electric Smoker Recipes 
18798,229801,474215,198702,367609,118239,360661,591969,129289,173585,618407,177655,20,0,Easy Recipes Perfect Any Occasion 
578785,75300,182468,107797,60487,1098391,84728,3991,792757,1000000,1000000,1000000,9,0,THE COMPLETE INSTANT POT COOKBOOK Over Quick Foolproof 
9289,449935,20705,141067,570725,24101,149181,63862,18780,268001,162075,150903,246,1,Air Fryer Cookbook Beginners Day Quick Easy Recipe 
1867562,24912,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,Ceramic Titanium Cookbook Delicious Non Stick Recipes Your 
4009,17306,53775,72372,26389,5260,794251,26389,22149,87150,183881,172184,311,1,Meal Prep Delicious And Simple Meal Prep Recipes 
23093,268658,1259493,254542,145260,525990,621125,494902,281166,175417,272383,436186,48,0,Wood Pellet Smoker Grill Cookbook The Ultimate Guide 
634756,17856,459266,1927300,254207,1000000,1000000,1000000,1000000,1000000,1000000,1000000,5,0,GoWise USA Air Fryer Recipe Cookbook Made Air 
14314,26389,4009,25348,119034,44042,186329,26914,3401,112331,17306,20154,340,1,The Quick Easy Cookbook Tasty New Recipes You 
20705,24101,126995,27379,47830,213125,693826,412194,777,3401,59091,12099,190,1,Keto Air Fryer Cookbook Easy Healthy Low Carb 
146116,707284,150903,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,3,0,Crisper Basket® Recipe Cookbook Nonstick Copper Tray Works 
45562,326401,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,Anova Sous Vide Cookbook Best Complete Effortless Meals 
210258,127221,56297,235393,24814,47373,3401,639300,12099,8238,777,8688,524,1,Instant Pot Cookbook LowCarb Easy Healthy Instant Pot 
221723,487718,112101,54624,472377,382096,2361,81646,150158,659550,34277,210785,305,0,Instant Pot Cookbook Beginners Instant Pot Budget Cookbook 
84792,162364,498078,1000000,241280,129814,238017,86331,296487,69179,351753,560330,643,0,Easy Baking Quick And Easy Bread Recipes For 
963171,54361,32842,75101,63845,26914,54198,821076,1020472,393997,603871,70805,69,1,CROCK POT Delicious Healthy Crock Pot Recipes Crock 
35691,173585,211875,226469,152720,217044,1903111,606587,233725,30220,81833,1000000,12,0,Making Ice Cream Cuisinart Ice Cream Maker Good 
9333,3991,976178,75101,94768,198257,89909,513074,188766,27731,32842,58666,44,1,Delicious Keto Desserts Best Tasty Low Carb Recipes 
44321,654427,887321,438765,779729,1195915,1384317,1281551,15823,926835,25895,174327,13,0,Sous Vide Cookbook The Essential Beginners Guide For 
693826,400984,60487,11953,176365,47373,34277,671007,3991,771025,26914,263326,286,1,THE KETO INSTANT POT COOKBOOK Quick Easy Delicious 
1239874,676934,495139,544538,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,4,0,Keto Drinks Tasty Ketogenic Cocktails Warm Drinks Lemonades 
86682,435061,1545681,1320988,400172,168297,500241,960182,659003,43809,439188,172492,105,0,Keto Savory Fat Bombs Savory Fat Bombs Recipes 
393196,1070127,1040028,929865,1356681,2357287,182879,1000000,1000000,1000000,1000000,1000000,7,0,The Everything Cocktail Parties And Drinks Book The 
99082,1607984,541436,421868,315963,966540,421259,1544595,65332,491136,1723333,1000000,11,0,Mediterranean Diet Cookbook Beginners All Need get Started 
1810992,1452357,8480,1373,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,4,0,Electric Smoker Meat Recipes Complete Guide Tips Tricks 
39425,1054803,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,Easy healthy food instant pot cookbook Current recipes 
248532,842358,669845,1038494,1181090,36613,12624,1000000,1000000,1000000,1000000,1000000,7,0,The Everything Slow Cooking For A Crowd Cookbook 
1000000,777488,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,Party People How We Make Millions Having Fun 
1797416,116336,149072,71490,524178,16319,425187,641063,15245,2181106,11430,125510,128,0,Juicing Recipes Weight loss Detox Healthy Living 
22706,2190,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,Mexican Cookbook Fish Recipes With Videos 
3273484,58958,164145,198257,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,4,0,Low Carb Paleo Christmas Healthy Easy Recipes Based 
13627,74653,1000000,202983,802778,26389,434158,175,3401,2306,1182029,108506,876,1,PALEO FOOD LIST Paleo Diet Food List For 
67723,416001,115684,412444,1174840,284453,34711,281219,157281,268694,512043,44501,18,0,Smoking Meat Charcoal Smoker Grill Recipes For Your 
26914,81049,374758,70805,1038952,270275,34587,16135,414849,54198,219860,73518,662,1,The Easy Slow Cook Crockpot Recipe Cookbook Fast 
1075620,1520862,380560,673623,1000284,2272506,1690733,1158899,2018157,464318,1517754,105013,13,0,Dinner Two Appetizers Main Courses Desserts 
851197,265010,24814,79068,60487,60487,8688,26914,89185,3991,112101,707284,810,0,Cooking easy Instant Pot Cookbook beginners kitchen Easy 
289712,367659,270440,592911,21489,1550870,52227,56010,5526,12339,40021,17266,129,1,Halloween Cookbook For Kids halloween recipes kids 
433726,71490,7135,27206,103246,529796,16653,1132053,329058,7923,1062315,3396,15,1,The Magic Keto Diet Easy Weight Loss Healthy 
54723,395767,1366755,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,3,0,Simple New Years Eve Recipes 
20803,618511,42052,2017787,1286503,601335,20803,2665466,670050,11822,767008,298258,37,1,HEALTHY DESSERTS FOR THE FAMILY Nutritious Family Desserts 
9305,4583,75300,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,3,0,Secrets flavor Instant Pot cookbook The book tells 
134418,560330,2551736,3991,325093,58666,1000000,365380,134128,168388,172184,85862,229,0,Paleo Baking Dessert Recipes Delicious Paleo Baking Recipes 
792757,374758,182468,1098391,84728,107797,578785,3991,75300,1000000,1000000,1000000,9,0,THE COMPLETE INSTANT POT COOKBOOK Over Quick Foolproof 
12919,184540,12624,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,3,0,Americas Test Kitchen Menu Cookbook More Recipes Menus 
101155,115138,3396,246096,220494,987252,757004,17181,3401,62618,118051,151603,28,0,The Baking Cookbook Tasty New Recipes You Breads 
180063,833626,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,The Pioneer Woman Cooks A Year Holidays Enhanced 
729290,5350,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,Christmas Highclere Recipes traditions real Downton Abbey 
65660,6538,1482383,5526,761701,1000000,2594,1000000,1000000,1000000,1000000,1000000,7,0,Harry Potter Cookbook Hogwarts Magical Recipes Witches Wizards 
331709,139763,16128,47749,219949,51783,1000000,1000000,1000000,1000000,1000000,1000000,6,0,Copycat Recipes StepbyStep Guide Cook Most Popular Restaurant 
37903,8797,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,Mason Jar Cookbook Super Delish Mason Jar Recipes 
1792734,1299585,1648260,1033224,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,4,0,Betty Crocker Christmas Cookies HMH Selects Betty Crocker 
374758,262747,22497,75101,141528,603871,352990,1000000,1000000,1000000,1000000,1000000,7,0,Best Crock Pot Recipes All Time A Crock 
339165,220494,144995,7347,32123,24912,5526,48917,1561,39695,63361,44247,419,1,Best Baking Recipes All Time A Baking Cookbook 
17306,777,32123,60002,13141,25895,269307,4270267,3097860,456764,22497,141528,155,1,Best Slow Cooker Recipes All Time A Slow 
15245,41135,1157837,928839,78528,900808,11430,4221,47327,537513,804434,1000000,26,1,Natural Liver Cleanse Recipes Liver cleanse juices liver 
555024,21394,134395,41191,204758,141514,54166,3991,244110,24687,46427,1556394,639,1,Instant Pot Keto Cookbook For Beginners Days Keto 
85457,85918,1016224,757004,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,4,0,Dough Simple Contemporary Bread 
260727,64228,2948,566882,15823,1000000,1000000,1000000,1000000,1000000,1000000,1000000,5,0,NuWave Oven Cookbook Beginners Complete Guide Start Cooking 
124999,51783,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,Copycat Cookbook Learn Secrets Famous Restaurants Cook Easily 
1307853,3772,765416,1986502,24455,481813,1792734,339106,3280306,1000000,1000000,1000000,9,0,Christmas Treat Recipes Christmas Cookies Cakes Pies Candies 
757004,129814,162364,84792,86331,241280,296487,238017,498078,1000000,560330,351753,643,0,Easy Baking Quick And Easy Bread Recipes For 
3401,3396,66075,17181,101155,115138,42052,296487,53775,11269,101737,69179,42,1,The Bread Baking Cookbook Tasty New Recipes Beginners 
17346,867054,319406,142510,76379,387774,47280,331525,222502,1047546,7494,390186,21,0,The Bread Baking Cookbook A StepbyStep Guide Making 
8238,162301,936651,864705,765429,34277,3991,686858,46427,60487,41191,2361,596,1,Instant Pot Cookbook Beginners Day Quick Easy Instant 
7032791,1000000,1000000,1000000,1000000,1000000,654035,8932,1000000,19835404,1000000,450053,96,0,The GermanJewish Cookbook Recipes History Cuisine HBI Series 
671006,181332,1000000,135031,75114,317624,1283606,67421,827121,156676,11822,613256,35,0,Dehydrator Cookbook Beginners A Beginners Guide Dehydrating Foods 
1387221,599766,6538,2594,5526,1000000,1000000,1000000,1000000,1000000,1000000,1000000,5,1,Magical Harry Potter Cookbook Potions Treats And Harrys 
206370,1000000,90319,427532,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,4,0,Payard Cookies 
37341,37919,33182,25007,50810,52700,9791,19105,1000000,1000000,1000000,1000000,8,1,Scene Grind A Dog Cozy Mystery A Killer 
3396,32842,146040,46450,173970,3870,32123,101155,308685,11269,35578,331971,315,1,Days Cookie Recipes A Cookie Cookbook Over Recipes 
541698,275772,201395,3750,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,4,0,Beautiful Boards Amazing Snack Boards Any Occasion 
1645075,376244,264228,708967,383205,49900,985939,357123,347025,178592,881790,259170,36,0,More Easy Recipes Jars 
648183,102124,984434,103437,798455,480050,30804,386350,1676071,403261,89287,876700,293,0,Easy Recipes In Jars 
112373,1000000,19245,215470,31633,1000000,1000000,1000000,1000000,1000000,1000000,1000000,5,0,The Bakers Daughter Remembers Holidays 
1150354,2061408,2146665,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,3,0,The Book Pie Everything You Need Know Bake 
28988,395739,75848,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,3,0,Wood Pellet Smoker Grill Cookbook Grill Like Pro 
2062,14522,4058,5680,13805,255406,504,56493,11496,6400,10372,7694,77,1,Now Again GoTo Recipes Inspired Menus Endless Ideas 
1304952,11,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,Gifts Jars Quick Easy Mason Jars Edible Gifts 
1173926,1246925,2100631,1486226,1082530,1363963,280054,1748653,729290,1041657,737552,1705,13,0,Christmas Drinks Delicious Tasty Holiday Drink Recipes 
62618,67910,75101,1161505,76049,329720,70025,286490,1517293,43240,22497,380207,24,0,Best Pressure Cooker Recipes All Time An Electric 
464548,17306,777,10319,172184,3401,28057,7495,5923,20154,11822,8688,205,1,Slow Cooker Cookbook Easy Recipes Simple Follow Food 
681077,227721,162725,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,3,0,Being Dead Is No Excuse The Official Southern 
357,35049,136883,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,3,0,Batch Cocktails MakeAhead Pitcher Drinks Every Occasion 
1843802,24108,1748653,1131009,1246925,767722,1486226,2100631,967073,893741,729290,1000000,11,0,Christmas Drink Recipes Delicious Simple Holiday Drinks Edition 
1705,13677,204484,1452246,470826,135396,6147,5526,14314,3697,6883,685,562,1,Vegan Christmas 
5964,211663,134413,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,3,0,Sheet Pan Cookbook Clean Eating Made Simple Sheet 
1565679,457219,222293,816737,13377,433575,563185,1000000,1000000,1000000,1000000,1000000,7,0,The Cake Mix Doctor ’ Best Birthday Cakes 
137035,192304,227602,1320691,41116,49624,961390,520756,466719,269501,48594,1273380,30,1,Five Seasons Jam 
321825,1000000,110718,1000000,5242183,1000000,299496,1000000,224185,129657,1000000,1000000,82,0,Gin O ’ clock A Year Ginspiration 
82459,623169,631620,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,3,0,Nantucket OpenHouse Cookbook 
729290,619361,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,Scandikitchen Christmas Recipes traditions Scandinavia 
85457,757004,1018926,97140,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,4,0,Dough Simple Contemporary Bread 
4267,304937,925147,367448,57589,243449,218514,380207,20803,54561,286490,1221675,52,1,VEGAN Electric Pressure Cooker Cookbook The Best Healthy 
1262213,1208125,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,Jills PlantBased Thanksgiving Recipes 
822514,414234,964341,728396,896950,126616,273774,28128,1269939,4151,288628,505427,14,0,OF BUTTERBEERS AND TREACLE TARTS THE HARRY POTTER 
546273,1732087,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,Modern Jewish Baker Challah Babka Bagels More 
195481,729290,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,Holiday Cookies Showstopping Recipes Sweeten Season A Baking 
784851,644838,644156,60601,7930,93343,60053,6189,10568,965625,42505,1000000,12,1,Jacques Pépin New Complete Techniques 
248923,2387902,153304,1384925,343433,584898,747635,1000000,1000000,1000000,1000000,1000000,7,0,Fifty Shades Chicken A Parody Cookbook 
39129,23644,48524,224667,16436,149691,134820,280731,389459,300026,58762,10101,34,1,Making Artisan Pasta 
767718,255413,2701,150135,580029,799560,1863446,440716,1433248,28444,1151895,154869,39,0,Prune A Cookbook 
374305,72537,136032,55768,630305,132898,8285,11269,119486,25767,244369,168615,193,0,The James Beard Cookbook 
1399349,89667,1143372,849760,209131,27234,1432757,676867,1385539,1000000,1000000,1000000,10,0,Sous Vide Cookbook For Beginners Tasty Healthy Simple 
610232,22819,132425,25767,634243,10658,1000000,1000000,1000000,1000000,1000000,1000000,6,0,James Beards Theory Practice Good Cooking 
977988,432326,173029,1239169,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,4,0,Quick Easy NoBake Desserts Cookbook Over delicious recipes 
32815,172246,104145,70529,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,4,0,The Complete Convection Oven Cookbook Essential Recipes Easy 
44219,511168,79599,100336,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,4,0,Bouchon The Thomas Keller Library 
2133607,3025585,1167567,944015,1166162,1000000,1000000,1000000,1000000,1000000,1000000,1000000,5,0,Cooking Joule Sous Vide Immersion Circulator Delicious Recipes 
535752,919338,1814830,159586,1579441,642859,65861,945467,617899,116659,230954,265686,16,0,The Essential Cuisines Mexico A Cookbook 
333152,65137,73290,238509,331239,1000000,1000000,1000000,1000000,1000000,1000000,1000000,5,0,The Silver Palate Cookbook 
634243,1707,132425,172989,55768,723973,8011,610232,27249,106221,72477,10101,165,1,The New James Beard 
1220687,982347,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,Appetite Life The Biography Julia Child 
11010,3043,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,The Freds Barneys New York Cookbook 
726319,749369,398300,116016,40876,657455,211557,1066852,1167567,1000000,1000000,1000000,9,0,Sous Vide Cookbook Beginners Recipes Effortless Everyday Meals 
511168,52339,79599,100336,1441654,175487,1000000,1000000,1000000,1000000,1000000,1000000,6,0,The French Laundry Cookbook The Thomas Keller Library 
52339,674579,79599,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,3,0,Ad Hoc Home The Thomas Keller Library 
41872,1786,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,Dinner French My Recipes Way France A Cookbook 
15948,43946,749198,25234,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,4,0,The New Family Cookbook AllNew Edition BestSelling Classic 
1287106,87338,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,Gourmet Popcorn Recipes Any Occasion 
